1301436981	20250428	202504	2025	2025.3233	GBR	UNITED KINGDOM	GBR								COP	POLICE						COP			1	120	120	12	3	-4.0	4	1	4	-2.83159463487332	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260428161500	https://www.breakingnews.ie/world/mcsweeney-denies-giving-intentionally-false-details-to-police-after-phone-stolen-1892921.html
1301436982	20250428	202504	2025	2025.3233	USA	UNITED STATES	USA								JUD	PROSECUTOR						JUD			0	110	110	11	3	-2.0	2	1	2	-3.78378378378379	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20260428161500	https://www.cbsnews.com/news/judge-maurene-comey-firing-justice-department/
1301436983	20250428	202504	2025	2025.3233	USAJUD	A US	USA					JUD			JOR	JORDAN	JOR								0	081	081	08	2	5.0	5	1	5	-9.30232558139536	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20260428161500	https://www.kmfm.co.uk/news/entertainment/suspect-pleads-guilty-over-murder-of-run-dmc-star-jam-master-jay-25-years-after-killing/
1301436984	20250428	202504	2025	2025.3233	USAJUD	A US	USA					JUD			USA	UNITED STATES	USA								0	081	081	08	2	5.0	1	1	1	-9.30232558139536	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	2	Washington, United States	US	USWA		47.3917	-121.571	WA	20260428161500	https://www.kmfm.co.uk/news/entertainment/suspect-pleads-guilty-over-murder-of-run-dmc-star-jam-master-jay-25-years-after-killing/
1301436985	20260329	202603	2026	2026.2438	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	036	036	03	1	4.0	1	1	1	-4.82005141388175	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20260428161500	https://www.dailymail.com/news/article-15752665/Karmelo-Anthony-Austin-Metcalf-Texas-murder-trial.html
1301436986	20260329	202603	2026	2026.2438	USA	UNITED STATES	USA								EDU	SCHOOL						EDU			1	036	036	03	1	4.0	1	1	1	-4.82005141388175	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20260428161500	https://www.dailymail.com/news/article-15752665/Karmelo-Anthony-Austin-Metcalf-Texas-murder-trial.html
1301436987	20260421	202604	2026	2026.3041	AFG	AFGHAN	AFG								JUD	HIGH COURT						JUD			0	100	100	10	3	-5.0	2	1	2	0.54545454545455	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	United Kingdom	UK	UK		54	-4	UK	20260428161500	https://www.aol.co.uk/articles/uk-tells-afghans-promised-sanctuary-153106991.html
1301436988	20260421	202604	2026	2026.3041	AFG	AFGHANISTAN	AFG								JUD	HIGH COURT						JUD			0	100	100	10	3	-5.0	1	1	1	0.54545454545455	4	Kabul, Kabol, Afghanistan	AF	AF13	3580	34.5167	69.1833	-3378435	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20260428161500	https://www.aol.co.uk/articles/uk-tells-afghans-promised-sanctuary-153106991.html
1301436989	20260421	202604	2026	2026.3041	ARE	UNITED ARAB EMIRATES	ARE								GBR	UNITED KINGDOM	GBR								1	173	173	17	4	-5.0	4	1	4	-6.46551724137931	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260428161500	https://www.lbc.co.uk/article/teen-murder-stabbing-london-airbnb-enzo-bettamio-kamonnan-thiamphanit-5HjdYNh_2/
1301436990	20260421	202604	2026	2026.3041	ARE	UNITED ARAB EMIRATES	ARE								GBR	UNITED KINGDOM	GBR								1	174	174	17	4	-5.0	2	1	2	-6.46551724137931	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20260428161500	https://www.lbc.co.uk/article/teen-murder-stabbing-london-airbnb-enzo-bettamio-kamonnan-thiamphanit-5HjdYNh_2/
1301436991	20260421	202604	2026	2026.3041	ARE	UNITED ARAB EMIRATES	ARE								GBR	UNITED KINGDOM	GBR								1	174	174	17	4	-5.0	2	1	2	-6.46551724137931	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20260428161500	https://www.lbc.co.uk/article/teen-murder-stabbing-london-airbnb-enzo-bettamio-kamonnan-thiamphanit-5HjdYNh_2/
